Playback,UnitQuaternion.z,UnitQuaternion.y,UnitQuaternion.x,UnitQuaternion.w
0.3300750000000221,0.00944265,0.827442,-0.01072064,0.5613694
0.3384060000000204,0.00968327,0.827503,-0.01054951,0.5612788
0.3467380000000162,0.00988262,0.8275402,-0.01042538,0.5612226
0.3550690000000145,0.01002839,0.8275796,-0.01021823,0.5611659
0.3634010000000103,0.01024078,0.8276005,-0.01004158,0.5611343
0.3717320000000086,0.01047588,0.8276037,-0.00992898,0.5611272
0.3800640000000044,0.01064123,0.8275921,-0.00994426,0.561141
0.3883950000000027,0.01087011,0.8276151,-0.00993882,0.5611027
0.3967269999999985,0.01111097,0.827641,-0.00993308,0.56106
0.4050579999999968,0.01156745,0.8276753,-0.00996271,0.5609996
0.4133899999999926,0.01185568,0.8276515,-0.00987604,0.5610303
0.4217219999999884,0.0121279,0.8276927,-0.00974319,0.5609659
0.4300529999999867,0.0124073,0.827789,-0.009684,0.5608187
0.4383849999999825,0.01267444,0.8278798,-0.00967342,0.560679
0.4467159999999808,0.01289331,0.827876,-0.00964038,0.5606802
0.4550479999999766,0.01308865,0.8279369,-0.0095735,0.5605868
0.4633789999999749,0.01330634,0.8280144,-0.00947432,0.5604689
0.4717110000000275,0.01362415,0.8281453,-0.00929271,0.5602708
0.48004200000002584,0.01396533,0.8282691,-0.00923507,0.5600804
0.4883740000000216,0.0142706,0.8283627,-0.00919785,0.5599348
0.49670500000001994,0.01450206,0.8284642,-0.00914894,0.5597796
0.5050370000000157,0.01469826,0.8285592,-0.00906859,0.559635
0.513368000000014,0.01492793,0.8286232,-0.00893009,0.5595364
0.5217000000000098,0.01502322,0.8286886,-0.00885739,0.5594382
0.5300310000000081,0.01512787,0.8287542,-0.00875904,0.5593398
0.5383630000000039,0.0153696,0.8288198,-0.00843893,0.5592409
0.5466940000000022,0.0156314,0.8288549,-0.00826174,0.5591844
0.555025999999998,0.01577754,0.8289042,-0.00807683,0.5591098
0.5633569999999963,0.0159408,0.8289779,-0.00786352,0.5589989
0.5716889999999921,0.01620117,0.8290959,-0.0076162,0.5588198
0.5800209999999879,0.01644813,0.8291293,-0.00751544,0.5587643
0.5883519999999862,0.01656339,0.8292295,-0.00744426,0.5586132
0.596683999999982,0.01668053,0.8293244,-0.00735863,0.5584699
0.6050149999999803,0.01681785,0.8293933,-0.0071832,0.5583659
0.6133469999999761,0.01698151,0.8294996,-0.0070427,0.5582047
0.6216779999999744,0.01710276,0.829549,-0.00698783,0.5581284
0.630010000000027,0.01720032,0.8296165,-0.00688072,0.5580262
0.6383410000000254,0.01729042,0.8296894,-0.00673904,0.5579168
0.6466730000000211,0.01741115,0.8297184,-0.00665558,0.557871
0.6550040000000195,0.01741453,0.8297568,-0.00663291,0.5578141
0.6633360000000152,0.01742039,0.8297962,-0.00660991,0.5577555
0.6716670000000136,0.01764284,0.8298783,-0.00651678,0.5576274
0.6799990000000093,0.01771485,0.8299653,-0.00640108,0.557497
0.6883300000000077,0.01776064,0.8300138,-0.00634612,0.5574239
0.6966620000000034,0.01778601,0.8300669,-0.00634757,0.5573441
0.7049930000000018,0.01779334,0.8301327,-0.00641375,0.5572451
0.7133249999999975,0.01788823,0.8301966,-0.00634679,0.5571476
0.7216559999999959,0.01782791,0.830222,-0.00630054,0.5571121
0.7299879999999916,0.01772086,0.8302361,-0.00626086,0.557095
0.73831899999999,0.01768548,0.8302959,-0.0062562,0.5570071
0.7466509999999857,0.01771995,0.8303519,-0.00624119,0.5569226
0.7549829999999815,0.01763108,0.8303946,-0.00616651,0.5568627
0.7633139999999798,0.01754667,0.8303849,-0.00609669,0.5568805
0.7716459999999756,0.01752238,0.8303233,-0.00605085,0.5569736
0.7799769999999739,0.01746947,0.8303943,-0.00607829,0.556869
0.7883090000000266,0.01746447,0.8304318,-0.00605396,0.5568137
0.7966400000000249,0.01746402,0.8304619,-0.00600944,0.5567691
0.8049720000000207,0.01743739,0.830487,-0.00590509,0.5567338
0.813303000000019,0.01748136,0.8304812,-0.00581248,0.556742
0.8216350000000148,0.01749499,0.8304662,-0.00578293,0.5567642
0.8299660000000131,0.01749884,0.8304715,-0.00575208,0.5567566
0.8382980000000089,0.01751372,0.8304963,-0.00571994,0.5567194
0.8466290000000072,0.01760194,0.8305049,-0.00576024,0.5567034
0.854961000000003,0.01759332,0.8305098,-0.00581827,0.5566958
0.8632920000000013,0.01757243,0.8305117,-0.00587292,0.5566929
0.8716239999999971,0.01757505,0.8304814,-0.0058575,0.5567384
0.8799549999999954,0.01753184,0.8304838,-0.00597381,0.5567349
0.8883119999999849,0.01751643,0.8304757,-0.00582996,0.556749
0.8966679999999769,0.01749939,0.8304698,-0.00569961,0.5567596
0.9049999999999727,0.01749137,0.8304682,-0.00558401,0.5567634
0.9133320000000253,0.01755166,0.8304771,-0.00540361,0.55675
0.9216630000000237,0.017554,0.8304262,-0.00530352,0.5568269
0.9299950000000194,0.01755204,0.8303707,-0.00520938,0.5569105
0.9383260000000178,0.01753927,0.8303785,-0.0051359,0.5568999
0.9466580000000135,0.01752636,0.8303872,-0.00506267,0.5568881
0.9549890000000119,0.01747414,0.8303651,-0.0049562,0.5569236
0.9633210000000076,0.01738194,0.8303531,-0.00485766,0.5569453
0.971652000000006,0.01733445,0.8303365,-0.00473546,0.5569726
0.9799840000000017,0.01728816,0.8303326,-0.00455362,0.5569814
0.988315,0.01722042,0.8303512,-0.00436664,0.5569573
0.9966220000000021,0.01715595,0.8303461,-0.00419699,0.5569681
1.0049280000000067,0.01708456,0.8303071,-0.00400559,0.5570298
1.0132600000000025,0.01685214,0.8302715,-0.00385017,0.557091
1.0215910000000008,0.01671697,0.8302864,-0.00362251,0.5570743
